,split,words,ents
7749,val,"employee was moving backing plates for loading ramp . while putting in place , plate fell forward knocking employee to ground .",b-person/employee o o o o o o o o o o o o o o o o o b-person/employee o o o
7750,val,"while bolting top the roof bolt operator turned to make a bolt up and a piece of roof fell striking the employee on the right ear causing a laceration , employee received first aid at scene and was transported to hrmc at prestonsburg kentucky , where he received stitches to his right ear .",o o o o o o b-person/operator o o o o o o o o o o o o o o b-person/employee o o b-body_part/head/ear/right_ear i-body_part/head/ear/right_ear o o b-injury/laceration o b-person/employee o o o o o o o o o o o o o o o o o o o o b-body_part/head/ear/right_ear i-body_part/head/ear/right_ear o
7751,val,"employee tripped and fell while moving undercutter cable out of the roadway , tripped over cable .",b-person/employee o o o o o o o o o o o o o o o o
7752,val,"team loaded excavator onto trailer for transport . employee climbed to top of equipment to get a height measurement for permitting . employee was not wearing fall arrest gear . while climbing back down , employee slipped on some hydraulic fluid and fell approximately  16 ' to the ground . employee's left arm hit the trailer beam , employee bounced off the track and landed on the ground .",o o b-vehicle/heavy_vehicle/excavator o o o o o b-person/employee o o o o b-equipment o o o o o o o o b-person/employee o o o b-accident_cause/fall o o o o o b-body_part/back o o b-person/employee o o o o o o o o  o o o o o o o b-body_part/arm/left_arm i-body_part/arm/left_arm o o o o o b-person/employee o o o o o o o o o o
7753,val,"a roof fall occurred on the galatia north , 7713 ' west entry number 3/3w headgate off 4w longwall . the fall was approximately 40 ' long x 20 ' wide x 6-9 ' thick . the fall did not affect ventilation or passage of miners .",o o b-accident_cause/fall o o o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o
7754,val,employee rolled a 55 gallon drum of antifreeze into the bucket of a loader . he rolled the drum approximately ' . at the end of his work shift ( 5 pm ) he was complaining of his back hurting .,b-person/employee o o o o o o o o o o o o o o o o o o 3 o o o o o o o o o o o o o o o o o o b-body_part/back o o
7755,val,"while lifting an outboard motor to replace it , employee felt his back cramp up . employee removed from workboat and placed it on the ground .",o o o o o o o o o b-person/employee o o b-body_part/back o o o b-person/employee motor o o o o o o o o o
7756,val,"employee stated : was attempting to hang a piece of curtain in the number 8 entry , while doing so employee slipped on a rock causing employee to fall into the rib injuring right shoulder .",b-person/employee o o o o o o o o o o o o o o o o o o o b-person/employee o o o o o b-person/employee o b-accident_cause/fall o o o o b-body_part/arm/shoulder/right_shoulder i-body_part/arm/shoulder/right_shoulder o
7757,val,the east finlay elevator was down for more than 30 minutes due to the brakes needing adjusted . there was no entrapment .,o o o o o o o o o o o o o o o o o o o o o o o
7758,val,employee had just got on section and was walking around the feeder to shovel the conveyor tail piece . he stepped on a piece of coal and twisted his knee .,b-person/employee o o o o o o o b-activity/walking o o o o o o b-equipment/mechanical_equipment/conveyor o o o o o o o o o o o o o b-body_part/leg/knee o
7759,val,employee was torquing a bolt on the closing hoist with a hex head socket when the tip broke causing him to strike his right thumb .,b-person/employee o o o o o o o o o o o b-body_part/head o o o o o o o o o o b-body_part/arm/hand/thumb/right_thumb i-body_part/arm/hand/thumb/right_thumb o
7760,val,employee was adjusting forks on the forklift and smashed his finger .,b-person/employee o o o o o b-vehicle/light_vehicle/forklift o o o o o
7761,val,employee was removing a belt clamp from the back of a pickup bed . the employee felt a sharp pain in his shoulder when he lifted the clamp and dropped it . the employee reported this to his supervisor and said he th ought he would be okay . the next day the pain persisted and he was taken to the doctor . on march 9 the employee again went to the doctor and was given a cortizone injection .,b-person/employee o o o o o o o b-body_part/back o o o o o o b-person/employee o o o o o o b-body_part/arm/shoulder o o o o o o o o o o b-person/employee o o o o b-person/supervisor o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-person/employee o o o o o o o o o o o o
7762,val,"on september 7 , 2016 a employee reported that they had been bitten by a spider on the top of the right foot as employee dressed for shift . the employee refused medical treatment that day . on september 8 , 2016 the employee stated that the bite had become infected and wanted medical treatment . the employee was then placed on restricted duty due to cellulitis on the top of the right foot .",o o o o o o b-person/employee o o o o o o o o o o o o o o b-body_part/leg/foot/right_foot i-body_part/leg/foot/right_foot o b-person/employee o o o o o b-person/employee o o o o o o o o o o o o b-person/employee o o o b-injury/bite o o o o o o o o o b-person/employee o o o o o o o o o o o o o o b-body_part/leg/foot/right_foot i-body_part/leg/foot/right_foot o
7763,val,"roof fall occurred in the e18 ( 022-0 ) working section , l-1 intake entry intersection adjacent to 3+30 distance along e18 number 4 belt just inby the tailpiece . fall measured 20 ' x 20 ' x unknown height  . area supported with 5 ' resin bolts and 64 '' combination bolts in a mixed pattern on 4' ' centers . fall did not affect ventilation or passage miners and fall area was dangered off .",o b-accident_cause/fall o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o  o o o o o o o o o o o o o o o o o o x o o o b-accident_cause/fall o o o o o of o o b-accident_cause/fall o o o o o
7764,val,"the injured was trouble shooting the air compressor on an ton battery , track mounted , supply motor locomotive . he used his left hand to turn the fan on the compressor , which allowed the brushes  inside the compressors electric motor to contact and allowed the fan to turn causing abrasions and lacerations to the palm and fingers of his left hand . required 18 sutures .",o o o o o o o o o o o o o o o o o o o o o o o b-body_part/arm/hand/left_hand i-body_part/arm/hand/left_hand o o o o o o o o o o o o  o o o o o o o o o o o o o o o o o o o o o b-body_part/arm/hand/fingers o o b-body_part/arm/hand/left_hand i-body_part/arm/hand/left_hand o o o o o
7765,val,"employee was walking beside off side of roof bolter slipped on rock and fell , left foreman landed on roof plate cutting forearm .",b-person/employee o b-activity/walking o o o o o o o o o o o o o o o o o o o o o
7766,val,"the victim was operating a skid steer loader underneath a belt conveyor that was being dismantled . a coworker was in an elevated manlift and was using a cutting torch to remove a piece of 4 '' metal tubing attached to the leg supports of the belt conveyor . the tubing fell to the ground , tipped over into the front of the loader and struck the victim . he was hospitalized and died on 1/9/09 .",o o o o o o o o o o o b-equipment/mechanical_equipment/conveyor o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/leg o o o o b-equipment/mechanical_equipment/conveyor o o o o o o o o o o o o o o o o o o o o o o o o o o o o o
7767,val,6 employees were taking the mill elevator up and the elevator became stuck at 7:19am . the mill elevator became unstuck at 7:57am . an electrician found the elevator had an overload . thyssen krupp was called out and did a preventitive on the mill elevator .,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o maintenance o o o o o
7768,val,employee was shoveling wet sand in our sussex pit and went to turn sideways and then felt something pull in lower back .,b-person/employee o o o o o o o o o o o o o o o o o o o b-body_part/back/lower_back i-body_part/back/lower_back o
7769,val,"tarping load , stated he stepped back , missed pallet and fell on left leg .",o o o o o o b-body_part/back o o o o o o b-body_part/leg/left_leg i-body_part/leg/left_leg o
7770,val,"employee is not sure of the date of the accident , but did not get reported to the company until 10/14/2015 . employee was cleaning in the lab and he aggravated his groin area while lifting a box . went to the doctor before reporting to the companying and doctor said he has a lingual hernia .",b-person/employee o o o o o o o o o o o o o o o o o o o o o b-person/employee o o o o o o o o o b-body_part/groin o o o o o o o o o o o o o o o o o o o o o o o o
7771,val,employee ( foreman ) did not turn power off and lock out 486 volt electric box . cut cable and made splice . was electrocuted . taken to mount carmel hospital . we were notified of his death approximately 2:00 pm .,b-person/employee o o o o o o o o o o o o o o o o o o o a o o o o o o o o o o o o o o o o o o o o o
7772,val,"employee was removing a metal band from a lift of bacon straps , when the strap was cut it sprung back lacerating the employee's right forearm . personal was not a factor , compliance rules/regulations was not a factor , mining equipment was not a factor , mining systems was not a factor , miner proficiency may have been a factor .",b-person/employee o o o o o o o o o o o o o o o o o o o b-body_part/back o o o o o o protective o o o o o o o o o o o o o b-equipment o o o o o o o o o o o o o o o o o o o o
7773,val,employee plugged in the cathead for the number 4 bolting machine and set up the breaker . the bolting machine was turned on and an arc flash came from the cathead . the flash caused a burn injury to the employee's face .,b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-injury/burn b-injury o o o o o
7774,val,"employee alleged that he hurt his shoulder as he was pushing up on ventilation tubing that was hanging from the roof of the mine . on 7-21-2010 , the employee received treatment for impingement syndrome and supraspinatus tendonitis , with the impingement as a result of chronic bone spurs . this is being classified as an illness .",b-person/employee o o o o o b-body_part/arm/shoulder o o o o o o o o o o o o o o o o o o o o o o b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o
7775,val,employee was picking up wheel chocks and felt a pop in the left shoulder . employee has been receiving treatment for the past year while working full duty . surgery was approved with worker's and employee become a lost on 6/2/2017 .,b-person/employee o o o o o o o o o o o b-body_part/arm/shoulder/left_shoulder i-body_part/arm/shoulder/left_shoulder o b-person/employee o o o o o o o o o o o o o o o o o compensation o b-person/employee o o time o o o
7776,val,"the employee was operating a roof bolter , installing angle brackets . he had his foot on the drill mast so he could reach to install the bracket . his foot slipped causing him to fall . he caught himself with his left hand , causing him to strain his shoulder . he sought medical attention on 1/15/2014 . he has been held out of service pending an mri .",o b-person/employee o o o o o o o o o o o o o b-body_part/leg/foot o o o o o o o o o o o o o o b-body_part/leg/foot o o o o b-accident_cause/fall o o o o o o b-body_part/arm/hand/left_hand i-body_part/arm/hand/left_hand o o o o b-injury/muscle/strain o b-body_part/arm/shoulder o o o o o o o o o o o o o o o o o o o
7777,val,"we had a rock fall on the number 5 beltline . this is a non-producing mine . all equipment has been removed from the mine . fall was approximately 100 ft long , 5 to 6 foot high . all approaches have been timbered and dangered off . we will not be cleaning up this fall due to the mine being closed .",o o o o b-accident_cause/fall o o o o o o o o o o o o o b-equipment o o o o o o o b-accident_cause/fall o o o o o o o o o b-body_part/leg/foot o o o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o
7778,val,"operating dozer on steep slope , pulling muscle in left side of chest . operator did not report accident until 12:30 pm - 10/30/02 .",o b-vehicle/heavy_vehicle/dozer o o o o o b-injury/muscle o o o o b-body_part/body/chest o b-person/operator o o o o o o o o o o
7779,val,"employee 2nd shift foreman on shaft of snubber , grinder caught and spun around and cut rib on right forearm . sent to hospital and received 4 stitches .",b-person/employee o o grinding o o o roller o o o o o o o o o o o o o o o o o o o o o
7780,val,imerys ' forklift operator driving forward couldn't see in front due to size of forklift load . forklift struck pedestrian/contractor employee who was injured upon being caught under moving forklift . imerys ' operator should have been driving loaded forklift in reverse instead of going forward with load .,o o b-vehicle/light_vehicle/forklift b-person/operator b-activity/driving o o o o o o o o o b-vehicle/light_vehicle/forklift o o b-vehicle/light_vehicle/forklift o o b-person/employee o o o o o o o o b-vehicle/light_vehicle/forklift o o o b-person/operator o o o b-activity/driving o b-vehicle/light_vehicle/forklift o o o o o o o o o
7781,val,while making screen repairs a piece of screen rubber slid down and struck employee on the back of his right ankle .,o o o o o o o o o o o o o b-person/employee o o b-body_part/back o o b-body_part/leg/ankle/right_ankle i-body_part/leg/ankle/right_ankle o
7782,val,they were finishing a belt splice . employee was pounding the splice making sure all nails and splices were down . employee was feeling splice to make sure ends were down . employee got hit on the left ring finger with hammer .,o o o o o o o b-person/employee o o o o o o o o o o o o o b-person/employee o o o o o o o o o o b-person/employee o o o o o o o o o o
7783,val,victim stuck his hand in a confined area to release a chain that had hung on a motor frame . operator of front end loader said he made the sudden move without signaling him . by the time the operator  saw him make this sudden move the chain had become tight and pinched the end of his finger off .,o o o b-body_part/arm/hand o o o o o o o o o o o o o o o o b-person/operator o o o o o o o o o o o o o o o o o o b-person/operator  o o o o o o o o o o o o o o o o o o o o
7784,val,"performing maintenance , piece of metal hit left foot . swelling later after going home . hospital treated and released same evening .",o o o o o o o b-body_part/leg/foot/left_foot i-body_part/leg/foot/left_foot o o o o o o o o o o o o o o
7785,val,contractor was placing the pin in the draw head to connect the locomotive to the rockduster and smashed left middle finger .,b-person/contractor o o o o o o o b-body_part/head o o o o o o o o o o o o o
7786,val,"while putting the tongs on the kelly bar to break the tool joint , the injured employee was under the tong , trying to set it . slack in the tong line allowed the tong to roll down after it lost its bite on the kelly bar , thus striking the injured employee on the shoulder . the employee was sitting on a crib block , his tailbone was broken .",o o o o o o o o o b-injury/fracture/break o o o o o o b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o b-injury/bite o o o o o o o o o b-person/employee o o b-body_part/arm/shoulder o o b-person/employee o o o o o o o o o o o o
7787,val,"employee , employee of allied security incorporated suffered an apparent heart attack and was found by a fellow employee in the guard building at the number 2 gate of pine ridge coal company at approximately 0730 on 4-2-01 .",b-person/employee o b-person/employee o o o o o o o o o o o o o o o b-person/employee o o o o o o o o o o o o o o o o o o o o
7788,val,"employee was driving forklift across dock plate @ truck loading docks . the truck that was being loaded was uneven , creating a 2 '' rise . when the front wheels of forklift hit rise , forklift stopped suddenly  , causing employee to lunge forward and suffer lower back strain . he was wearing seatbelt . due to persistent pain he was taken for medican attention 3/25/02 . diagnosed with back strain given medication",b-person/employee o b-activity/driving b-vehicle/light_vehicle/forklift o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-vehicle/light_vehicle/forklift o o o b-vehicle/light_vehicle/forklift o o  o o b-person/employee o o o o o b-body_part/back/lower_back i-body_part/back/lower_back b-injury/muscle/strain o o o o o o o o o o o o o o o o o o o minor b-body_part/back b-injury/muscle/strain o o
7789,val,none - fault area . inby spad number 54 number 4 entry belt # 1. found on pre-shift .,o o o o o o o o o o o o o o o o o o o
7790,val,setting cribs and bars along track entry . he was holding a crib to block above the beam and his coworker was using a sledge hammer to make it fit . the coworker missed the crib and struck the employee right index finger . x-ray showed a break in the tip of his right index finger . he returned to work his next shift on regular duty,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-person/employee o o o o o o o b-injury/fracture/break o o o o o o o o o o o o o o o o o o o
7791,val,an unintentional roof fall was discovered by management in an intersection located in the 22 right headings . the fall was in the number 4 resin roof bolts . the fall was cleaned up and the area resupported  .,o o o b-accident_cause/fall o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o b-accident_cause/fall o o o o o o o  o
7792,val,"an unplanned roof fall occurred in the number 130 mine on the old number 9 belt in the number 5 entry 2 breaks . inby spad # 7862. the fall measured 45 ' long , 4.5 ' thick and 19 ' wide . the area was developed on 10/29/07 . no injuries were reported .",o o o b-accident_cause/fall o o o o o o o o o o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o o o o o o o o o o o o o o o o
7793,val,"employee was shoveling concrete . he reached too far with a shovel and felt a tingly feeling down his left leg . his supervisor placed him on light duty for 3 days . on 7/14/11 , employee was taken for medical treatment . he was released with restrictions for seven days . employee is now on light duty at the concord mine site . he will return to full duty 7/21/11 per doctor's orders .",b-person/employee o o o o o o o o o o o o o o o o o o b-body_part/leg/left_leg i-body_part/leg/left_leg o o b-person/supervisor o o o o o o o o o o o o b-person/employee o o o o o o o o o o o o o o o b-person/employee o o o o o o o o o o o o o o o o o o o o o o
7794,val,"an unintentional roof fall occurred number 3 north belt and track entry at spad # 1902. size of fall was estimated to be 150' x 20-22' x 4-7' . the area had been supported with 5 ' fully grouted resin bolts with supplemental support consisting of 9 ' cable bolts . no injuries , ventilation was not interrupted , belt and track were caught under fall . fall has been cleaned up .",o o o b-accident_cause/fall o o o o o o o o o o o o o o b-accident_cause/fall o o o o long o wide o high o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-accident_cause/fall o b-accident_cause/fall o o o o o
7795,val,"employee was getting ready to wash out the conveyor while he was holding the water hose he asked for the water to be turned on . when the wrong hose was turned on he turned to get away from it and twisted his right knee ,",b-person/employee o o o o o o o b-equipment/mechanical_equipment/conveyor o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/leg/knee/right_knee i-body_part/leg/knee/right_knee o
7796,val,"haul truck 930 traveling from the 45 stockpile , section 3 area towards the north/south haul road went through the water bar and slowing down for a stop sign , the operator and trainer heard a loud bang which startled the operator . the operator reported some pain in lower left back after the event had occurred . operator was seen by a nurse practitioner and placed employee off work .",b-vehicle/heavy_vehicle/haul_truck i-vehicle/heavy_vehicle/haul_truck o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-person/operator o o o o o o o o o b-person/operator o o b-person/operator o o o o o o b-body_part/back o o o o o o b-person/operator o o o o o o o o b-person/employee o o o
7797,val,"an unplanned roof fall occurred at spad # 2485. fall was in the number 4 and number 5 entry . ventilation was not altered , passage of persons was not altered . all entrances to fall were breakered off . area will not be rehabilitated . fall measured length 50 ' , width 20 ' , height 6 ' .",o o o b-accident_cause/fall o o o o o b-accident_cause/fall o o o o o o o o o o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o o o o
7798,val,"hanging bottom roller , had bracket on one side while crawling under belt . bracket came off , striking him on side of knee .",o o o o o o o o o o o o o o o o o o o o o o o b-body_part/leg/knee o
7799,val,"after employee completed grinding a weld on a handrail with a 4 '' grinder , he raised his face shield and a small debris particle came off the faceshield , went between his eyebrow and glasses and got is his left eye . he missed one day of work for a doctor's exam to check his eye . he was treated and he was prescribed eye drops . there is no permanent damage to the left eye .",o b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/head/eye/left_eye i-body_part/head/eye/left_eye o o o o o o o o o o o o o o b-body_part/head/eye o o o o o o o o b-body_part/head/eye o o o o o o o o o b-body_part/head/eye/left_eye i-body_part/head/eye/left_eye o
7800,val,one miner was entrapped on the miracle run elevator for approximately  2 hours . the rails the car runs on experienced seasonal expansion which caused the safety circuit to trip on the car . schindler elevator services corrected the issue .,o o o o o o o o o o o  o o o o o o b-vehicle/light_vehicle/car o o o o o o o o o o o o o o b-vehicle/light_vehicle/car o o o o o o o o
7801,val,"cleaning cement dust in finish mill bldg . knocked dust down and landed in face . washed eyes out times at the plant , irritation continued. employee to the emergency . for complete washing . employee saw doctor , local optometrist the next day , follow-up .",o o o o o o o o o o o o o o o o o o several o o o o o o took b-person/employee o o room o o o o o b-person/employee o o o o o o o o o o o
7802,val,"man standing on rotor-cleaning boulders and mud from between the rotor and crusher backwall . when rotor broke free and started to rotate , he started to step off rotor when he got foot caught .",o o o o o o o o o o o o b-equipment/mechanical_equipment/crusher o o o o o o o o o o o o o o o o o o o o b-body_part/leg/foot o o
7803,val,employee filed for hearing loss . rec notice 7/26/02 . last day worked 9/6/01 .,b-person/employee o o o o o o o o o o o o o o
7804,val,"employee was installing a new chain sprocket on the digger drive . after the completion of the project , employee felt pain in his right hip . plant manager was not notified of injury until 3/15/2006 . employee was seen by doctor and recommended to have mri and be seen by surgeon . employee underwent surgery on 3/21/2005 for herniated disc .",b-person/employee o o o o o o o o o o o o o o o o o o b-person/employee o o o o o o o o o o o o o b-injury o o o b-person/employee o o o o o o o o o o o o o o o b-person/employee o o o o o o o o
7805,val,he was located near the coal rib approximately  12 ' outby the last row of bolts in the 3 left cross-cut when a rib rolled and struck him from behind . the rib consisted of coal and rock was 65 '' high . the  piece that is believed to have struck him was from behind . the rib consisted of coal and rock was 65 '' high . the piece that is believed to have struck him was approximately  15 '' x '' x '' . there were,o o o o o o o o  o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o  o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o  o o 8 o 115 o o o o
7806,val,the roof fall occurred at 140 block on number 15 belt in cross-cut 5 to 4 spad number 2913 the fall did not block any airways or travelways . we supported all entrances to fall and dangered fall off . we will not clean fall up . dimensions 18' x 70 ' long x 10 ' high .,o o b-accident_cause/fall o o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o o o o b-accident_cause/fall o o b-accident_cause/fall o o o o o o b-accident_cause/fall o o o wide o o o o o o o o o
7807,val,"employee stated while loading belt structure , he felt burning pain in his upper groin area .",b-person/employee o o o o o o o o o o o o o b-body_part/groin o o
7808,val,"south 4 , 1 entry , 4 block , mobile 005 , 3-way intersection . 90 ft long x 17 ft wide x 8 ft high . support : 6 ft 3/4 inch resin bolts , roof mats , cable bolts . fall dangered off , additional roof support installed around fall .",o o o o o o o o o mining o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o b-accident_cause/fall o
7809,val,a fully trained miner was lifting a jack when employee felt pain in groin area . the injury was not the result of any compliance issues nor were any protective guards involved .,o o o o o o o o o b-person/employee o o o b-body_part/groin o o o b-injury o o o o o o o o o o o o o o o
7810,val,employee was riding in bucket of ram car the car bounced on bottom of mine and employee hit the top bruised back and pelvis,b-person/employee o o o o o o b-vehicle/light_vehicle/car o b-vehicle/light_vehicle/car o o o o o o b-person/employee o o o o b-body_part/back o o
7811,val,employee was removing drill cab door preparing machine for highway travel . door slipped as it was being placed on machine causing a laceration approximately 1 '' in employee's left palm .,b-person/employee o o o o o o o o o o o o o o o o o o o o o o of o o o o o o o o
7812,val,employee was helping the electrical dept . pull wires through a conduit along the side of number 4894 conveyor belt . the wires hung up then came loose . as the wires came loose employee stepped back to maintain his balance . employee's  foot hit a belt support beam on the ground causing him to fall backwards . the sudden slack int he rope that was attached to the wires that were being pulled through the conduit caus,b-person/employee o o o o o o o o o o o o o o o o o b-equipment/mechanical_equipment/conveyor o o o o o o o o o o o o o o o b-person/employee o b-body_part/back o o o o o o  b-body_part/leg/foot o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o o o o o o o o o o o o o
7813,val,employee was walking while carrying a battery bell connector and a 20 ' piece of battery lead wire and felt a sharp pain in back . employee started missing work 8/11/2016 .,b-person/employee o b-activity/walking o o o o o o o o o o o o o o o o o o o o o b-body_part/back o b-person/employee o o o o o
7814,val,"employee was helping to install a tilt cylinder on a komatsu loader . as he was trying to align the cylinder with the mounting bracket it was moved by the boom truck operator and he stated he was jolted , causing pain in his lower back . employee continued to work until 3-22-11 .",b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-person/operator o o o o o o o o o o o b-body_part/back/lower_back i-body_part/back/lower_back o b-person/employee o o o o o o
7815,val,"employee was unloading crib blocks as he picked on up and tossed it , he caught his right hand between a block and a pipe and mashed his right hand",b-person/employee o o o o o o o o o o o o o o o o b-body_part/arm/hand/right_hand i-body_part/arm/hand/right_hand o o o o o b-equipment/pipe o o o o o
7816,val,tooth for a 992-c bucket slid off root falling 4 1/2 ' landing on the employee 6 ft behind steel toe area .,o o o o o o o o o o o o o o o b-person/employee o o o o o o o
7817,val,employee was roofbolting . a bolt bent and slipped off canopy hitting the employee above the right eyebrow causing a concussion .,b-person/employee o o o o o o o o o o o o b-person/employee o o o o o o o o
7818,val,"employee was stepping down from the bumper of the service truck and slipped , twisting his knee . employee tried to finish his shift , but couldn't due to the pain . he then went to the boone memorial hospital where he was referred to a specialist . he then met with the specialist on august 28 , 2008. he was put off work until september 2 , 2008. he was diagnosed as having a bruised bone .",b-person/employee o b-accident_cause/stepping o o o o o o o o o o o o o b-body_part/leg/knee o b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o
7819,val,"at 8:00am a roof fall was found at number 1 east main , number 5 entry one cross-cut inby . distance from the active face is approximately 4000 feet in the intake . size of fall is approximately 50 feet long by 20 feet wide and 5 feet thick . the fall was breakered off . these works were developed in 1994 .",o o o o b-accident_cause/fall o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o o
7820,val,"while lifting a section of grating , employee felt a pain in his abdomen . note - no restrictions , no lost time until corrective surgery , many medical  exams .",o o o o o o o b-person/employee o o o o o o o o o o o o o o o o o o o o o  o o
7821,val,the employee was climbing up and down off the boom foot and sections to use an optic scope for leveling . the employee began to complain of pain in his groin area .,o b-person/employee o o o o o o o o b-body_part/leg/foot o o o o o o o o o o o b-person/employee o o o o o o o b-body_part/groin o o
7822,val,employee has complaints of a sore left wrist due to operating a loader .,b-person/employee o o o o o b-body_part/arm/wrist/left_wrist i-body_part/arm/wrist/left_wrist o o o o o o
7823,val,"employee was welding beside another welder and the other welder arced his welder , causing injured employee's left eye to get severe burns .",b-person/employee o o o o o o o o o o o o o o o o b-body_part/head/eye/left_eye i-body_part/head/eye/left_eye o o o o o
7824,val,"2 employees were positioning two drainage pipes to join together . in the process of aligning and joining , one employee had his finger caught . the impact resulted in a laceration and fracture to his right ring finger ( last joint at fingernail ) .",o o o o o o o o o o o o o o o o o o o o b-person/employee o o o o o o o o o o b-injury/laceration o b-injury/fracture o o o o o o o o o o o o
7825,val,employee was using a 6 '' angle grinder to cut a lifting eye from a steel beam when the cutting disc of the grinder broke causing the employee to lose control of the grinder . the grinder fell back onto the employees left arm causing lacerations to the arm .,b-person/employee o o o o o o o o o o o b-body_part/head/eye o o o o o o o o o o o o o o b-person/employee o o o o o o o o o o b-body_part/back o o o b-body_part/arm/left_arm i-body_part/arm/left_arm o o o o b-body_part/arm o
7826,val,injured worker ( injured ) was changing screens in vibratory screen deck . injured was laying on screen media while using a pry bar to remove screen from fastening rail . the pry bay slipped from under screen media and opposite end struck injured in the forehead .,o b-person/worker o worker o o o o o o o o o worker o o o o o o o o o o o o o o o o o o o o o o o o o o o o o worker o o o o
7827,val,"while bleeding water line , it came apart striking shoulder . this was a notice only claim until 12/4/17 when employee began missing work .",o o o o o o o o o b-body_part/arm/shoulder o o o o o o o o o o b-person/employee o o o o
7828,val,employee exited road grader that was being used to grade road areas after a significant snowfall . upon exiting the grader he slipped onto ice and broke a rib ( s ) . surface had snow/ice . he did not fall onto anything other than the ground .,b-person/employee o o b-vehicle/heavy_vehicle/grader o o o o o o o o o o o o o o o o b-vehicle/heavy_vehicle/grader o o o o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o
7829,val,"west mains 11 entry , 29 block , mobile 002 , 3-way intersection . 20 ' long x 20 ' wide x 8 ' high . support : 6 ' 3/4 '' resin bolts . fall dangered off , additional roof support installed around fall .",o o o o o o o o mining o o o o o o o o o o o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o b-accident_cause/fall o
7830,val,"employee was sawing through a water line with a hacksaw when the saw slipped and struck his left hand , resulting in a laceration that required 2 stitches . employee did not lose any time as a result of this incident  .",b-person/employee o o o o o o o o o o o o o o o o b-body_part/arm/hand/left_hand i-body_part/arm/hand/left_hand o o o o b-injury/laceration o o o o o b-person/employee o o o o o o o o o o o  o
7831,val,employee was helping to install  v  belts on a heavy media sump pump and while installing the belts he got his finger caught . protective gloves were not being worn .,b-person/employee o o o o  o  o o o o o b-equipment/mechanical_equipment/pump/sump_pump i-equipment/mechanical_equipment/pump/sump_pump o o o o o o o o o o o o o o o o o o
7832,val,employee was assisting in changing out screen decks . they were placing this deck into the upper slot when the employee injured left shoulder .,b-person/employee o o o o o o o o o o o o o o o o o o o b-person/employee o b-body_part/arm/shoulder/left_shoulder i-body_part/arm/shoulder/left_shoulder o
7833,val,employee was moving  i  beam on a trolley . trapped hand between moving  i  beam and and stationary  i  beam .,b-person/employee o o  o  o o o o o o b-body_part/arm/hand o o  o  o o o o  o  o o
7834,val,number 4 entry roof fall just inby 5867 station . a shuttle car was caught cross-cut 4-3 and 4 man personnel carrier inby in number 4 .,o o o o b-accident_cause/fall o o o o o o o b-vehicle/light_vehicle/car o o o o o o o b-person/personnel o o o o o o
7835,val,employee received surgery to repair a right rotator tear on 3/30/07 . he began losing time his next scheduled shift on 4/3/07 . there was no specific incident that resulted in his condition . his treating physician states that the rotator cuff tear was a result of his employee as a mechanic in underground coal mines .,b-person/employee o o o o o o cuff o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-person/employee o o o o o o o o
